title,budget,revenue,popularity,release_date,imdb_score,runtime,genres
Airheads,0.0,0.0,7.09232,1994-08-05,,,
The Air Up There,17080000.0,21011500.0,1.896273,1994-01-07,,,
Another Stakeout,0.0,0.0,12.967239,1993-07-22,,,
Bad Girls,0.0,15240435.0,14.644772,1994-04-22,,,
Barcelona,3200000.0,0.0,1.632711,1994-07-29,,,
Being Human,40000000.0,0.0,2.783872,1994-05-06,,,
The Beverly Hillbillies,0.0,0.0,5.673735,1993-10-15,,,
Beverly Hills Cop III,50000000.0,119208989.0,11.787784,1994-05-24,,,
Black Beauty,0.0,0.0,8.398845,1994-07-29,,,
Blink,0.0,16668552.0,3.00282,1994-01-26,,,
Blown Away,0.0,30156002.0,13.155071,1994-07-01,7.1,25.0,
Blue Chips,0.0,0.0,6.131056,1994-02-18,,,
Blue Sky,0.0,0.0,4.993829,1994-09-16,,,
Body Snatchers,13000000.0,428868.0,6.559693,1993-06-09,,,
Boxing Helena,0.0,1796389.0,4.304224,1993-06-18,,,
A Bronx Tale,22000000.0,17287898.0,6.115628,1993-09-14,,,
Cabin Boy,0.0,3662459.0,1.679042,1994-01-07,,,
Calendar Girl,13000000.0,2570145.0,1.316741,1993-09-03,,,
Carlito's Way,30000000.0,36516012.0,8.698509,1993-11-10,,,
City Slickers II: The Legend of Curly's Gold,0.0,0.0,8.605703,1994-06-10,,,
Clean Slate,0.0,7355425.0,2.724621,1994-05-06,,,
Cliffhanger,70000000.0,255000211.0,9.830853,1993-05-28,6.5,112.0,
Coneheads,0.0,0.0,10.722729,1993-07-23,,,
Color of Night,40000000.0,19726050.0,14.228963,1994-08-19,,,
Cops & Robbersons,0.0,0.0,7.042878,1994-04-15,,,
The Cowboy Way,0.0,0.0,4.286279,1994-06-03,,,
Dangerous Game,0.0,0.0,2.70097,1993-11-19,,,
Dave,0.0,63000000.0,13.696394,1993-05-07,,,
Dazed and Confused,6900000.0,7993039.0,6.8652,1993-09-24,,,
Demolition Man,57000000.0,159055768.0,11.626116,1993-10-08,,,
The Endless Summer 2,0.0,0.0,0.408159,1994-06-03,,,
Even Cowgirls Get the Blues,8000000.0,0.0,2.970724,1994-05-13,,,
Fatal Instinct,0.0,0.0,3.555139,1993-10-29,,,
Farewell My Concubine,0.0,0.0,4.875827,1993-09-16,,,
The Favor,0.0,0.0,1.344876,1994-04-29,,,
Fearless,0.0,0.0,9.284624,1993-10-15,7.1,43.0,
Fearless,0.0,0.0,9.284624,1993-10-15,4.9,89.0,
Fear of a Black Hat,0.0,0.0,0.985441,1994-10-28,,,
With Honors,0.0,0.0,2.969003,1994-04-29,,,
Flesh and Bone,0.0,9488998.0,1.896869,1993-11-05,,,
Widows' Peak,0.0,0.0,0.409427,1994-05-13,,,
For Love or Money,30000000.0,11146270.0,8.468869,1993-10-01,,,
The Firm,42000000.0,270248367.0,9.678367,1993-06-30,,,
Free Willy,20000000.0,153698625.0,5.990572,1993-07-16,6.0,112.0,
Fresh,0.0,0.0,3.970215,1994-08-24,,,
The Fugitive,44000000.0,368875760.0,10.08937,1993-08-06,,,
Geronimo: An American Legend,35000000.0,18635620.0,4.653462,1993-12-10,6.5,115.0,
The Getaway,0.0,30.0,14.214403,1994-02-11,,,
Getting Even with Dad,30000000.0,0.0,2.410545,1994-06-17,,,
Go Fish,0.0,0.0,0.775898,1994-06-10,,,
A Good Man in Africa,0.0,0.0,5.22583,1994-07-14,,,
Guilty as Sin,0.0,22886222.0,5.385108,1993-06-04,,,
Hard Target,18000000.0,74189677.0,7.834351,1993-08-20,,,
Heaven & Earth,33000000.0,0.0,4.190541,1993-12-24,,,
Hot Shots! Part Deux,25000000.0,133752825.0,13.482371,1993-05-21,,,
Live Nude Girls,0.0,0.0,2.138959,1995-12-08,,,
The Englishman Who Went Up a Hill But Came Down a Mountain,0.0,0.0,5.331753,1995-05-12,,,
The House of the Spirits,25000000.0,0.0,10.687795,1993-10-19,,,
House Party 3,0.0,0.0,0.996047,1994-01-01,,,
The Hudsucker Proxy,30000000.0,0.0,7.550545,1994-03-11,,,
I'll Do Anything,40000000.0,0.0,1.742974,1994-02-04,,,
In the Army Now,0.0,28881266.0,6.071466,1994-08-12,,,
In the Line of Fire,40000000.0,176997168.0,12.637158,1993-07-08,7.2,128.0,
In the Name of the Father,13000000.0,65796862.0,7.405895,1993-12-12,,,
The Inkwell,0.0,8880705.0,0.613335,1994-04-22,,,
What's Love Got to Do with It,0.0,0.0,14.820883,1993-06-09,,,
Jimmy Hollywood,30000000.0,0.0,4.563989,1994-03-30,,,
Judgment Night,0.0,12136938.0,5.538671,1993-10-15,,,
Jurassic Park,63000000.0,920100000.0,8.863776,1993-06-11,,,
Kalifornia,9000000.0,2395231.0,8.4337,1993-09-01,,,
Killing Zoe,1500000.0,418961.0,4.948569,1993-10-01,,,
King of the Hill,0.0,0.0,4.375347,1993-08-20,,,
Lassie,0.0,0.0,3.645342,1994-07-22,,,
Last Action Hero,85000000.0,137298489.0,9.434006,1993-06-18,6.4,130.0,
Life With Mikey,0.0,0.0,6.446229,1993-06-04,,,
Lightning Jack,0.0,0.0,2.913584,1994-03-11,,,
M. Butterfly,0.0,1499795.0,6.516976,1993-09-09,,,
Made in America,22000000.0,0.0,5.43085,1993-05-27,,,
Malice,0.0,46405336.0,9.861672,1993-09-29,,,
The Man without a Face,0.0,24760338.0,5.997712,1993-08-25,,,
Manhattan Murder Mystery,13500000.0,11285588.0,8.939404,1993-08-18,,,
Menace II Society,3500000.0,27900000.0,5.260924,1993-05-26,7.5,97.0,
Executive Decision,55000000.0,121969216.0,13.106291,1996-03-15,,,
In the Realm of the Senses,0.0,0.0,8.932494,1976-05-15,,,
What Happened Was...,0.0,0.0,0.534606,1994-09-09,,,
Much Ado About Nothing,8000000.0,0.0,8.62724,1993-05-07,,,
Mr. Jones,0.0,0.0,6.579753,1993-10-08,,,
Mr. Wonderful,0.0,0.0,13.011091,1993-10-15,,,
Mrs. Doubtfire,25000000.0,441286195.0,11.16553,1993-11-24,,,
Naked,0.0,0.0,8.665198,1993-09-14,5.4,96.0,
The Next Karate Kid,12000000.0,15826984.0,9.9697,1994-07-18,4.5,107.0,
The New Age,0.0,0.0,0.596207,1994-09-16,,,
No Escape,20000000.0,15340000.0,9.715187,1994-04-29,,,
North,40000000.0,0.0,15.534707,1994-07-22,,,
Orlando,4000000.0,0.0,3.800785,1992-09-01,,,
A Perfect World,30000000.0,135130999.0,8.040589,1993-11-24,,,
Philadelphia,26000000.0,206678440.0,13.373006,1993-12-22,,,
The Piano,7000000.0,116700000.0,7.436758,1993-05-19,,,
Poetic Justice,14000000.0,27515786.0,6.972599,1993-07-23,,,
The Program,0.0,23042200.0,3.199976,1993-09-24,,,
The Puppet Masters,0.0,8638072.0,7.272296,1994-10-21,,,
Radioland Murders,0.0,0.0,8.506727,1994-10-21,,,
The Ref,11000000.0,11439193.0,5.868677,1994-03-09,,,
The Remains of the Day,11500000.0,23237911.0,12.222576,1993-11-05,,,
Renaissance Man,40000000.0,24332324.0,4.985157,1994-06-03,,,
Rising Sun,0.0,107198790.0,6.279082,1993-07-30,,,
The Road to Wellville,0.0,0.0,3.416181,1994-10-28,,,
RoboCop 3,22000000.0,10696210.0,8.685798,1993-04-17,,,
Robin Hood: Men in Tights,20000000.0,35739755.0,17.136672,1993-07-28,,,
Romeo Is Bleeding,11500000.0,3275585.0,9.796318,1993-09-13,,,
Romper Stomper,0.0,0.0,5.157926,1992-03-05,,,
Ruby in Paradise,800000.0,1001437.0,0.941994,1993-10-08,,,
Rudy,12000000.0,22750363.0,5.914833,1993-09-17,,,
The Saint of Fort Washington,0.0,0.0,1.065843,1993-11-03,,,
Savage Nights,0.0,0.0,1.031556,1992-08-19,,,
Schindler's List,22000000.0,321365567.0,41.725123,1993-11-29,,,
The Scout,0.0,0.0,5.715608,1994-09-30,,,
Searching for Bobby Fischer,0.0,7266383.0,12.048587,1993-08-13,,,
Second Best,0.0,0.0,0.882596,1994-09-30,,,
The Secret Garden,0.0,0.0,6.499523,1993-08-13,,,
Serial Mom,13000000.0,7820688.0,5.305311,1994-04-13,,,
The Shadow,25000000.0,48063435.0,7.881107,1994-07-01,,,
Shadowlands,22000000.0,0.0,2.96586,1993-12-25,,,
Short Cuts,0.0,6110979.0,8.829337,1993-09-05,,,
A Simple Twist of Fate,0.0,0.0,4.13516,1994-09-02,,,
Sirens,0.0,7770731.0,2.86213,1993-10-01,,,
Six Degrees of Separation,0.0,0.0,8.730025,1993-12-08,,,
Sleepless in Seattle,21000000.0,227799884.0,10.234919,1993-06-24,,,
Sliver,40000000.0,116300000.0,11.23297,1993-05-21,,,
Blade Runner,28000000.0,33139618.0,96.272374,1982-06-25,,,
Son in Law,0.0,36448200.0,9.122718,1993-07-02,,,
So I Married an Axe Murderer,20000000.0,11585483.0,8.051914,1993-07-30,,,
Striking Distance,30.0,0.0,13.390917,1993-09-17,,,
Harem,0.0,0.0,1.825468,1985-11-20,,,
Super Mario Bros.,48000000.0,20915465.0,7.198455,1993-05-28,,,
Surviving the Game,7400000.0,7690013.0,3.644641,1994-04-15,,,
Terminal Velocity,50000000.0,16478900.0,8.012225,1994-09-23,,,
Thirty Two Short Films About Glenn Gould,0.0,0.0,0.873068,1993-11-26,,,
Threesome,0.0,0.0,10.82236,1994-04-08,,,
The Nightmare Before Christmas,18000000.0,75634409.0,17.730913,1993-10-09,,,
The Three Musketeers,30000000.0,53898845.0,6.34785,1993-11-11,,,
Tombstone,25000000.0,56505065.0,11.338194,1993-12-25,,,
Trial by Jury,0.0,0.0,0.85586,1994-09-09,,,
True Romance,12500000.0,12281551.0,17.189328,1993-09-09,,,
The War Room,0.0,0.0,1.273617,1993-12-05,,,
The Pagemaster,27000000.0,13670688.0,7.436001,1994-11-23,,,
"Paris, France",0.0,0.0,0.741522,1994-02-04,,,
"The Beans of Egypt, Maine",0.0,0.0,0.38247,1994-01-01,,,
Killer,0.0,0.0,0.422224,1994-09-14,,,
Welcome to the Dollhouse,0.0,0.0,5.14056,1995-05-24,,,
Germinal,0.0,0.0,2.759302,1993-09-29,,,
Chasers,0.0,1596687.0,9.85327,1994-04-22,,,
Cronos,0.0,0.0,5.513024,1993-09-12,,,
Naked in New York,0.0,0.0,0.449733,1993-11-10,,,
Kika,0.0,0.0,3.647321,1993-10-28,,,
Bhaji on the Beach,0.0,0.0,0.441585,1994-01-21,,,
Little Big League,0.0,0.0,1.960563,1994-06-29,,,
The Slingshot,0.0,0.0,1.764582,1993-09-24,,,
Wide Eyed and Legless,0.0,0.0,0.00015,1993-09-05,,,
Foreign Student,0.0,0.0,0.002789,1994-07-29,,,
"Ciao, Professore!",0.0,0.0,3.456868,1992-10-01,,,
Spanking the Monkey,200000.0,0.0,2.799575,1994-01-15,,,
The Little Rascals,0.0,67308282.0,6.707109,1994-08-05,,,
À la mode,0.0,0.0,8.2e-05,1993-09-10,,,
Andre,0.0,0.0,3.139316,1994-08-17,,,
The Escort,0.0,0.0,0.046196,1993-01-01,,,
Princess Caraboo,0.0,3021629.0,1.943323,1994-09-16,,,
The Celluloid Closet,0.0,0.0,6.784687,1996-01-30,,,
Café au Lait,0.0,0.0,1.040873,1993-01-01,,,
Dear Diary,0.0,0.0,2.904734,1993-10-12,,,
I Don't Want to Talk About It,0.0,0.0,1.213481,1993-05-20,,,
The Brady Bunch Movie,0.0,0.0,4.233092,1995-02-16,,,
Home Alone,18000000.0,476684675.0,0.702543,1990-11-09,,,
Ghost,22000000.0,505000000.0,11.945397,1990-07-12,,,
Aladdin,28000000.0,504050219.0,16.357419,1992-11-25,,,
Terminator 2: Judgment Day,100000000.0,520000000.0,22.661695,1991-07-01,,,
Dances with Wolves,22000000.0,424208848.0,11.654349,1990-11-09,,,
Tough and Deadly,0.0,0.0,0.426887,1995-02-14,,,
Batman,35000000.0,411348924.0,19.10673,1989-06-23,,,
The Silence of the Lambs,19000000.0,272742922.0,4.307222,1991-02-01,,,
Snow White and the Seven Dwarfs,1488423.0,184925486.0,16.263878,1937-12-20,,,
Beauty and the Beast,25000000.0,377350553.0,23.433511,1991-11-13,,,
Pinocchio,2600000.0,84300000.0,14.202284,1940-02-23,,,
Pretty Woman,14000000.0,463000000.0,13.348451,1990-03-23,,,
Window to Paris,0.0,0.0,0.345748,1993-12-01,,,
The Wild Bunch,6244087.0,638641.0,11.722424,1969-06-17,,,
Love and a .45,0.0,0.0,3.40523,1994-11-23,,,
The Wooden Man's Bride,0.0,0.0,0.088451,1994-02-05,,,
A Great Day in Harlem,0.0,0.0,0.076352,1994-09-27,,,
Bye Bye Love,0.0,0.0,2.47308,1995-03-16,,,
One Fine Day,0.0,97529550.0,7.009946,1996-12-20,,,
Candyman: Farewell to the Flesh,0.0,13940383.0,4.983552,1995-03-17,,,
Century,0.0,0.0,1.461029,1993-12-31,,,
Fargo,7000000.0,60611975.0,12.61469,1996-04-05,,,
Homeward Bound II: Lost in San Francisco,0.0,32709423.0,14.657754,1996-03-08,,,
Heavy Metal,9300000.0,0.0,7.640073,1981-08-07,,,
Hellraiser: Bloodline,4000000.0,16675000.0,5.263187,1996-03-08,,,
The Pallbearer,8000000.0,0.0,8.174116,1996-05-03,,,
Jane Eyre,0.0,0.0,2.420301,1996-02-09,,,
Loaded,500000.0,0.0,0.618066,1996-04-12,,,
Bread and Chocolate,0.0,0.0,1.306628,1974-05-05,,,
The Aristocats,4000000.0,55675257.0,9.834047,1970-12-23,,,
The Flower of My Secret,0.0,0.0,2.286788,1995-09-22,,,
Two Much,0.0,0.0,1.620174,1996-02-14,,,
Ed,0.0,0.0,5.174212,1996-03-15,,,
Scream of Stone,0.0,0.0,0.736081,1991-01-01,,,
My Favorite Season,0.0,0.0,0.516924,1993-05-14,,,
A Modern Affair,0.0,0.0,0.173207,1996-09-06,,,
Condition Red,0.0,0.0,0.793932,1995-12-08,,,
Halfaouine: Boy of the Terraces,0.0,0.0,1.983301,1990-01-01,,,
A Thin Line Between Love and Hate,0.0,0.0,2.256747,1996-04-04,,,
The Last Supper,0.0,442965.0,4.619915,1995-09-08,,,
Primal Fear,30000000.0,102616183.0,10.326213,1996-04-03,,,
Rude,0.0,0.0,0.065827,1995-09-08,,,
Carried Away,0.0,0.0,1.67218,1996-01-26,,,
All Dogs Go to Heaven 2,0.0,8620678.0,5.028897,1996-03-29,,,
Land and Freedom,0.0,0.0,6.144235,1995-01-01,,,
Denise Calls Up,0.0,0.0,0.466476,1995-05-17,,,
Theodore Rex,33500000.0,0.0,2.583686,1995-12-14,,,
A Family Thing,0.0,0.0,6.207993,1996-03-29,,,
Frisk,0.0,0.0,0.319215,1996-03-22,,,
Sgt. Bilko,0.0,0.0,5.70904,1996-03-29,,,
Jack & Sarah,0.0,218626.0,1.523446,1995-06-02,,,
Girl 6,12000000.0,4939939.0,4.405169,1996-03-22,,,
Diabolique,0.0,0.0,4.530079,1996-03-22,,,
"Little Indian, Big City",0.0,0.0,4.728163,1994-12-14,,,
Roula,0.0,0.0,0.149157,1995-09-11,,,
Peanuts – Die Bank zahlt alles,0.0,0.0,0.066123,1996-03-21,,,
Happy Weekend,0.0,65335.0,0.002229,1996-03-14,,,
Nelly and Monsieur Arnaud,0.0,0.0,1.784647,1996-04-12,,,
Courage Under Fire,46000000.0,100860818.0,11.595316,1996-07-04,,,
Mission: Impossible,80000000.0,457696359.0,15.793477,1996-05-22,,,
Cold Fever,0.0,0.0,0.494977,1995-02-10,,,
Moll Flanders,0.0,0.0,2.337263,1996-06-14,,,
The Superwife,0.0,0.0,0.821299,1996-03-06,,,
"301, 302",0.0,0.0,0.396626,1995-04-22,,,
DragonHeart,57000000.0,115267375.0,23.63659,1996-05-31,,,
Und keiner weint mir nach,0.0,0.0,0.439989,1996-02-29,,,
My Mother's Courage,0.0,0.0,0.622885,1995-09-12,,,
Eddie,0.0,0.0,3.09233,1996-05-31,,,
Yankee Zulu,0.0,0.0,1.558066,1993-12-01,,,
Billy's Holiday,0.0,0.0,0.002444,1995-07-26,,,
Purple Noon,0.0,0.0,3.804493,1960-03-10,,,
August,0.0,0.0,0.987434,1996-08-08,,,
James and the Giant Peach,38000000.0,28921264.0,13.217623,1996-04-12,,,
Fear,0.0,0.0,6.954926,1996-04-12,,,
Kids in the Hall: Brain Candy,0.0,0.0,2.299851,1996-04-02,,,
Faithful,13000000.0,9789900.0,1.296862,1996-04-03,,,
Underground,14000000.0,0.0,14.587894,1995-04-11,,,
All Things Fair,0.0,0.0,3.582047,1995-03-08,,,
Bloodsport II,0.0,684351.0,3.085207,1996-03-01,,,
Pather Panchali,0.0,536364.0,3.900709,1955-08-26,,,
The World of Apu,0.0,16000.0,2.381806,1959-05-01,,,
Mystery Science Theater 3000: The Movie,0.0,0.0,2.985163,1996-04-19,,,
Tarantella,0.0,0.0,0.001662,1996-03-15,,,
Space Jam,80000000.0,250200000.0,11.054251,1996-11-15,,,
Barbarella,9000000.0,2500000.0,14.304205,1968-10-10,,,
Hostile Intentions,0.0,0.0,0.062388,1995-01-01,,,
They Bite,0.0,0.0,0.466991,1996-01-01,,,
Some Folks Call It a Sling Blade,0.0,0.0,0.459376,1994-03-26,,,
The Run of the Country,0.0,0.0,0.117662,1995-09-22,,,
Alphaville,220000.0,0.0,4.658149,1965-05-05,,,
Coup de Torchon,0.0,0.0,2.272213,1981-11-04,,,
Tigrero: A Film That Was Never Made,0.0,0.0,0.18343,1994-01-01,,,
The Eye of Vichy,0.0,0.0,0.004117,1993-05-20,,,
Windows,0.0,0.0,0.400023,1980-01-18,,,
It's My Party,0.0,0.0,2.791667,1996-03-22,,,
Country Life,0.0,0.0,0.487357,1994-10-27,,,
Operation Dumbo Drop,0.0,0.0,4.357971,1995-07-28,,,
The Promise,0.0,0.0,0.122178,1995-02-16,,,
Mrs. Winterbourne,25000000.0,10070000.0,9.1861,1996-04-19,,,
Solo,0.0,0.0,1.899069,1996-10-23,5.0,100.0,
Under The Domim Tree,0.0,0.0,0.71066,1994-01-01,,,
The Substitute,0.0,0.0,10.68537,1996-04-19,,,
True Crime,0.0,0.0,1.217249,1996-03-12,,,
Butterfly Kiss,0.0,0.0,0.877853,1995-08-18,,,
Feeling Minnesota,0.0,0.0,10.298582,1996-09-13,,,
Delta of Venus,0.0,62949.0,1.099187,1995-06-09,,,
To Cross the Rubicon,0.0,0.0,0.006854,1991-01-01,,,
Angus,0.0,0.0,2.25008,1995-09-15,,,
Priest Daens,0.0,0.0,0.755047,1992-09-01,,,
Faces,275000.0,0.0,7.918418,1968-11-24,,,
Boys,0.0,0.0,1.579153,1996-05-10,,,
The Quest,30000000.0,57400547.0,7.941972,1996-04-19,,,
Cosi,0.0,0.0,0.947007,1996-03-04,,,
Sunset Park,0.0,0.0,1.231692,1996-04-26,,,
Mulholland Falls,0.0,0.0,5.79463,1996-04-26,,,
The Truth About Cats & Dogs,0.0,0.0,5.121203,1996-04-26,,,
Oliver & Company,31000000.0,74151346.0,10.813579,1988-11-18,,,
Celtic Pride,0.0,0.0,1.940747,1996-04-19,,,
Flipper,25530000.0,20080020.0,4.557006,1996-05-17,,,
Captives,0.0,0.0,1.926109,1994-05-03,,,
Of Love and Shadows,0.0,0.0,0.709209,1994-05-10,,,
Dead Man,9000000.0,0.0,6.505272,1995-12-23,,,
The Horseman on the Roof,35000000.0,15000000.0,1.690768,1995-09-20,,,
Switchblade Sisters,0.0,0.0,6.035166,1975-01-05,,,
Mouth to Mouth,0.0,0.0,1.133409,1995-11-10,,,
The Visitors,0.0,0.0,7.326169,1993-01-27,,,
Multiplicity,45000000.0,0.0,8.768806,1996-07-19,,,
"The Haunted World of Edward D. Wood, Jr.",0.0,0.0,0.037443,1996-05-01,,,
Two Friends,0.0,0.0,0.003949,2002-03-20,,,
The Craft,15000000.0,24769466.0,12.860385,1996-05-03,,,
The Great White Hype,0.0,0.0,3.321765,1996-05-03,,,
Last Dance,0.0,5.0,1.196686,1996-05-02,,,
War Stories Our Mother Never Told Us,0.0,0.0,0.005625,,,,
Cold Comfort Farm,0.0,0.0,1.92386,1995-01-01,,,
"Institute Benjamenta, or This Dream People Call Human Life",0.0,0.0,0.543042,1995-08-01,,,
Heaven's Prisoners,25000000.0,0.0,9.264679,1996-05-17,,,
Original Gangstas,4800000.0,3014000.0,0.343579,1996-05-10,,,
The Rock,75000000.0,335062621.0,13.249824,1996-06-06,,,
Getting Away with Murder,0.0,0.0,0.746662,1996-04-12,,,
Cemetery Man,4000000.0,0.0,6.247819,1994-03-25,,,
Twister,92000000.0,494471524.0,8.739144,1996-05-10,,,
Barb Wire,0.0,3793614.0,5.877599,1996-05-02,,,
Le Garçu,0.0,0.0,0.125882,1995-10-31,,,
Honeymoon,0.0,0.0,0.652621,1996-04-11,,,
Ghost in the Shell,0.0,2287714.0,10.686166,1995-11-18,,,
Thinner,0.0,0.0,4.856229,1996-10-25,,,
Spy Hard,18000000.0,0.0,8.202057,1996-05-24,,,
Brothers in Trouble,0.0,0.0,0.594716,1995-08-23,,,
A Close Shave,0.0,0.0,6.796858,1995-12-24,,,
Force of Evil,0.0,0.0,4.386329,1948-12-25,,,
The Stupids,0.0,0.0,1.751457,1996-08-30,,,
The Arrival,25000000.0,14048372.0,6.497591,1996-05-31,,,
The Man from Down Under,0.0,0.0,0.068254,1943-08-04,,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000.0,9440272.0,9.80398,1964-01-29,,,
Careful,0.0,0.0,0.160571,1992-09-30,,,
Vermont Is for Lovers,0.0,0.0,0.75,,,,
A Month by the Lake,0.0,0.0,0.851078,1995-09-11,,,
Gold Diggers: The Secret of Bear Mountain,0.0,0.0,5.508101,1995-11-03,,,
Kim,0.0,0.0,1.048075,1950-12-07,,,
Carmen Miranda: Bananas Is My Business,0.0,0.0,0.146287,1995-04-13,,,
Ashes of Time,0.0,0.0,5.215992,1994-09-16,,,
The Jar,0.0,0.0,0.401531,1994-04-01,,,
Maya Lin: A Strong Clear Vision,0.0,0.0,0.001608,1995-11-10,,,
Stalingrad,0.0,0.0,7.667284,1993-01-21,,,
The Phantom,45000000.0,17300889.0,8.079541,1996-06-06,6.4,81.0,
Striptease,50000000.0,113309743.0,11.341502,1996-06-28,,,
The Last of the High Kings,0.0,0.0,1.427756,1996-12-06,,,
Heavy,0.0,0.0,0.889498,1995-01-20,6.8,105.0,
Jack,45000000.0,58620973.0,6.287245,1996-08-09,,,
I Shot Andy Warhol,0.0,1814290.0,2.771201,1996-05-01,,,
The Grass Harp,0.0,0.0,0.365418,1995-09-10,,,
Someone Else's America,0.0,0.0,0.099602,1995-09-09,,,
Life is Rosy,0.0,0.0,0.514363,1987-11-17,,,
Quartier Mozart,0.0,0.0,0.011938,1992-05-26,,,
Touki Bouki,0.0,0.0,0.043903,1973-07-01,,,
God's Gift,0.0,0.0,0.049573,1982-01-01,,,
Spirits of the Dead,0.0,0.0,1.794298,1968-05-16,,,
Babyfever,0.0,0.0,0.001687,1994-05-04,,,
Pharaoh's  Army,50.0,0.0,0.837911,1995-01-01,,,
Trainspotting,4000000.0,16491080.0,19.348466,1996-02-23,,,
Til There Was You,1000000.0,0.0,2.700061,1997-05-30,,,
Independence Day,75000000.0,816969268.0,17.634197,1996-06-25,,,
Stealing Beauty,0.0,0.0,6.418805,1996-03-29,,,
The Fan,55000000.0,18626419.0,12.202063,1996-08-15,,,
The Hunchback of Notre Dame,100000000.0,100138851.0,13.553999,1996-06-21,,,
The Cable Guy,47000000.0,102825796.0,7.586577,1996-06-10,,,
Kingpin,27000000.0,25023434.0,11.633347,1996-07-04,,,
Eraser,100000000.0,242295562.0,6.919314,1996-06-21,,,
The Gate of Heavenly Peace,0.0,0.0,0.10705,1995-01-01,,,
The Nutty Professor,54000000.0,128769345.0,9.651581,1996-06-26,,,
"I, the Worst of All",0.0,0.0,0.202495,1990-08-09,,,
An Unforgettable Summer,0.0,65352.0,0.826372,1994-05-15,,,
A Hungarian Fairy Tale,0.0,0.0,0.043125,1987-01-01,,,
My Life and Times With Antonin Artaud,0.0,0.0,0.000308,1993-01-01,,,
Midnight Dancers,0.0,0.0,0.05956,1994-09-09,,,
Somebody to Love,0.0,0.0,0.970688,1994-09-27,,,
A Very Natural Thing,0.0,0.0,0.147662,1974-01-01,,,
The Old Lady Who Walked in the Sea,0.0,0.0,0.573423,1991-09-18,,,
Daylight,80000000.0,159212469.0,11.995799,1996-12-06,,,
The Frighteners,30000000.0,29359216.0,12.09096,1996-07-18,,,
Lone Star,5000000.0,13269963.0,9.069963,1996-06-21,,,
Harriet the Spy,12000000.0,0.0,4.086563,1996-07-10,,,
Phenomenon,32000000.0,152036382.0,5.575992,1996-07-05,,,
Walking and Talking,0.0,0.0,0.913281,1996-07-17,,,
She's the One,3500000.0,9482579.0,10.827266,1996-08-26,,,
A Time to Kill,40000000.0,152266007.0,13.309013,1996-07-24,,,
American Buffalo,0.0,665450.0,7.031279,1996-09-13,,,
Rendezvous in Paris,0.0,0.0,0.227128,1995-03-22,,,
Alaska,23000000.0,0.0,2.318141,1996-08-14,,,
Fled,25000000.0,17193231.0,3.906949,1996-07-19,,,
Kazaam,20000000.0,0.0,8.962892,1996-07-17,,,
Magic Hunter,0.0,0.0,0.091984,1994-10-23,,,
Larger Than Life,30000000.0,0.0,3.521921,1996-10-31,,,
A Boy Called Hate,0.0,0.0,1.56604,1996-05-22,,,
Power 98,0.0,0.0,0.926867,1996-05-17,,,
Two Deaths,0.0,0.0,0.145092,1995-09-10,,,
A Very Brady Sequel,0.0,0.0,9.898696,1996-08-23,,,
Stefano Quantestorie,0.0,0.0,0.036699,1993-05-26,,,
Death in the Garden,0.0,0.0,1.116063,1956-09-21,,,
Hedd Wyn,0.0,0.0,0.270432,1992-01-01,,,
La Collectionneuse,0.0,0.0,1.683348,1967-03-02,,,
Kaspar Hauser,0.0,0.0,0.000578,1993-09-11,,,
Regular Guys,0.0,0.0,1.165202,1996-05-30,,,
Diebinnen,0.0,0.0,0.106345,1996-06-20,,,
The Convent,0.0,0.0,1.606957,1995-09-06,,,
The Adventures of Pinocchio,0.0,0.0,7.523528,1996-07-26,,,
Joe's Apartment,13000000.0,4619014.0,9.490858,1996-07-26,,,
The First Wives Club,26000000.0,116400000.0,10.177303,1996-09-20,,,
Stonewall,0.0,0.0,0.940228,1995-10-01,,,
Ransom,80000000.0,309492681.0,8.772188,1996-11-08,,,
High School High,0.0,21302121.0,4.220058,1996-10-25,,,
Phat Beach,0.0,0.0,0.879852,1996-08-02,,,
Foxfire,0.0,258263.0,3.186891,1996-08-23,,,
Chain Reaction,50000000.0,60209334.0,15.874491,1996-08-02,,,
Matilda,36000000.0,33459416.0,10.034915,1996-08-02,,,
Emma,6000000.0,22231658.0,6.593011,1996-08-02,,,
The Crow: City of Angels,13000000.0,17917287.0,6.554679,1996-08-29,,,
House Arrest,0.0,0.0,12.297782,1996-08-14,5.5,104.0,
Eyes Without a Face,0.0,0.0,9.935891,1960-01-11,,,
Bordello of Blood,15000000.0,5600000.0,3.450402,1996-08-16,,,
Lotto Land,0.0,0.0,0.042365,1995-06-01,,,
The Story of Xinghua,0.0,0.0,0.001652,1994-03-30,,,
The Day the Sun Turned Cold,0.0,0.0,0.076062,1994-01-01,,,
Flirt,0.0,0.0,1.663948,1995-09-14,,,
The Big Squeeze,0.0,0.0,0.404501,1996-09-06,,,
The Spitfire Grill,6000000.0,12643776.0,1.19589,1996-08-23,,,
Escape from L.A.,50000000.0,42277365.0,12.229381,1996-08-09,,,
Cyclo,0.0,0.0,1.781952,1995-01-01,,,
Basquiat,2962051.0,3011195.0,4.797674,1996-08-09,,,
Tin Cup,45000000.0,53854588.0,6.24966,1996-08-16,,,
Dingo,200000.0,300000.0,0.124273,1991-06-02,,,
